"","hp_ump_name","park","ParkGms","TotalParkRuns","TotalGames","TotalRuns","TotRunsGm","ParkRunsGm","ParkDiff"
"441","Brian O'Nora","STP01",6,41,181,1494,8.25,6.83,-1.42
"442","Brian O'Nora","TOR02",6,45,181,1494,8.25,7.5,-0.75
"443","Brian O'Nora","WAS11",7,49,181,1494,8.25,7,-1.25
"444","Brian Runge","ANA01",4,38,87,730,8.39,9.5,1.11
"445","Brian Runge","ARL02",4,35,87,730,8.39,8.75,0.359999999999999
"446","Brian Runge","ATL02",4,28,87,730,8.39,7,-1.39
"447","Brian Runge","BAL12",3,33,87,730,8.39,11,2.61
"448","Brian Runge","BOS07",4,50,87,730,8.39,12.5,4.11
"449","Brian Runge","CHI11",2,14,87,730,8.39,7,-1.39
"450","Brian Runge","CHI12",4,52,87,730,8.39,13,4.61
"451","Brian Runge","CIN09",3,42,87,730,8.39,14,5.61
"452","Brian Runge","CLE08",2,11,87,730,8.39,5.5,-2.89
"453","Brian Runge","DEN02",2,20,87,730,8.39,10,1.61
"454","Brian Runge","DET05",6,62,87,730,8.39,10.33,1.94
"455","Brian Runge","HOU03",6,43,87,730,8.39,7.17,-1.22
"456","Brian Runge","KAN06",3,18,87,730,8.39,6,-2.39
"457","Brian Runge","LOS03",3,18,87,730,8.39,6,-2.39
"458","Brian Runge","MIN04",3,18,87,730,8.39,6,-2.39
"459","Brian Runge","NYC20",3,21,87,730,8.39,7,-1.39
"460","Brian Runge","NYC21",1,8,87,730,8.39,8,-0.390000000000001
"461","Brian Runge","OAK01",3,32,87,730,8.39,10.67,2.28
"462","Brian Runge","PHI13",2,14,87,730,8.39,7,-1.39
"463","Brian Runge","PHO01",2,14,87,730,8.39,7,-1.39
"464","Brian Runge","PIT08",1,10,87,730,8.39,10,1.61
"465","Brian Runge","SAN02",3,24,87,730,8.39,8,-0.390000000000001
"466","Brian Runge","SEA03",5,23,87,730,8.39,4.6,-3.79
"467","Brian Runge","SFO03",2,14,87,730,8.39,7,-1.39
"468","Brian Runge","STL10",2,12,87,730,8.39,6,-2.39
"469","Brian Runge","STP01",3,21,87,730,8.39,7,-1.39
"470","Brian Runge","TOR02",3,26,87,730,8.39,8.67,0.279999999999999
"471","Brian Runge","WAS11",4,29,87,730,8.39,7.25,-1.14
"472","Bruce Dreckman","ANA01",4,36,117,993,8.49,9,0.51
"473","Bruce Dreckman","ARL02",2,21,117,993,8.49,10.5,2.01
"474","Bruce Dreckman","ATL02",3,31,117,993,8.49,10.33,1.84
"475","Bruce Dreckman","BAL12",4,42,117,993,8.49,10.5,2.01
"476","Bruce Dreckman","BOS07",3,36,117,993,8.49,12,3.51
"477","Bruce Dreckman","CHI11",5,30,117,993,8.49,6,-2.49
"478","Bruce Dreckman","CHI12",4,27,117,993,8.49,6.75,-1.74
"479","Bruce Dreckman","CIN09",2,26,117,993,8.49,13,4.51
"480","Bruce Dreckman","CLE08",3,21,117,993,8.49,7,-1.49
"481","Bruce Dreckman","DEN02",2,17,117,993,8.49,8.5,0.00999999999999979
"482","Bruce Dreckman","DET05",2,21,117,993,8.49,10.5,2.01
"483","Bruce Dreckman","HOU03",7,49,117,993,8.49,7,-1.49
"484","Bruce Dreckman","KAN06",7,77,117,993,8.49,11,2.51
"485","Bruce Dreckman","LOS03",2,10,117,993,8.49,5,-3.49
"486","Bruce Dreckman","MIA02",2,18,117,993,8.49,9,0.51
"487","Bruce Dreckman","MIL06",7,56,117,993,8.49,8,-0.49
"488","Bruce Dreckman","MIN04",7,76,117,993,8.49,10.86,2.37
"489","Bruce Dreckman","NYC20",5,35,117,993,8.49,7,-1.49
"490","Bruce Dreckman","NYC21",4,41,117,993,8.49,10.25,1.76
"491","Bruce Dreckman","OAK01",2,14,117,993,8.49,7,-1.49
"492","Bruce Dreckman","PHI13",6,47,117,993,8.49,7.83,-0.66
"493","Bruce Dreckman","PHO01",7,60,117,993,8.49,8.57,0.0800000000000001
"494","Bruce Dreckman","PIT08",3,15,117,993,8.49,5,-3.49
"495","Bruce Dreckman","SEA03",5,37,117,993,8.49,7.4,-1.09
"496","Bruce Dreckman","SFO03",2,15,117,993,8.49,7.5,-0.99
"497","Bruce Dreckman","STL10",4,33,117,993,8.49,8.25,-0.24
"498","Bruce Dreckman","STP01",3,21,117,993,8.49,7,-1.49
"499","Bruce Dreckman","TOR02",6,43,117,993,8.49,7.17,-1.32
"500","Bruce Dreckman","WAS11",4,38,117,993,8.49,9.5,1.01
"501","Carlos Torres","BOS07",1,2,6,36,6,2,-4
"502","Carlos Torres","CIN09",1,8,6,36,6,8,2
"503","Carlos Torres","MIA02",1,7,6,36,6,7,1
"504","Carlos Torres","SAN02",1,4,6,36,6,4,-2
"505","Carlos Torres","SFO03",1,10,6,36,6,10,4
"506","Carlos Torres","STL10",1,5,6,36,6,5,-1
"507","CB Bucknor","ANA01",7,53,190,1669,8.78,7.57,-1.21
"508","CB Bucknor","ARL02",5,50,190,1669,8.78,10,1.22
"509","CB Bucknor","ATL02",5,26,190,1669,8.78,5.2,-3.58
"510","CB Bucknor","BAL12",2,15,190,1669,8.78,7.5,-1.28
"511","CB Bucknor","BOS07",4,36,190,1669,8.78,9,0.220000000000001
"512","CB Bucknor","CHI11",7,65,190,1669,8.78,9.29,0.51
"513","CB Bucknor","CHI12",8,75,190,1669,8.78,9.38,0.600000000000001
"514","CB Bucknor","CIN09",5,50,190,1669,8.78,10,1.22
"515","CB Bucknor","CLE08",4,36,190,1669,8.78,9,0.220000000000001
"516","CB Bucknor","DEN02",5,42,190,1669,8.78,8.4,-0.379999999999999
"517","CB Bucknor","DET05",5,36,190,1669,8.78,7.2,-1.58
"518","CB Bucknor","HOU03",4,41,190,1669,8.78,10.25,1.47
"519","CB Bucknor","KAN06",6,55,190,1669,8.78,9.17,0.390000000000001
"520","CB Bucknor","LOS03",13,86,190,1669,8.78,6.62,-2.16
"521","CB Bucknor","MIA01",5,40,190,1669,8.78,8,-0.779999999999999
"522","CB Bucknor","MIA02",6,37,190,1669,8.78,6.17,-2.61
"523","CB Bucknor","MIL06",8,75,190,1669,8.78,9.38,0.600000000000001
"524","CB Bucknor","MIN04",7,72,190,1669,8.78,10.29,1.51
"525","CB Bucknor","NYC20",5,27,190,1669,8.78,5.4,-3.38
"526","CB Bucknor","NYC21",9,111,190,1669,8.78,12.33,3.55
"527","CB Bucknor","OAK01",6,48,190,1669,8.78,8,-0.779999999999999
"528","CB Bucknor","PHI13",5,38,190,1669,8.78,7.6,-1.18
"529","CB Bucknor","PHO01",10,124,190,1669,8.78,12.4,3.62
"530","CB Bucknor","PIT08",5,47,190,1669,8.78,9.4,0.620000000000001
"531","CB Bucknor","SAN02",3,27,190,1669,8.78,9,0.220000000000001
"532","CB Bucknor","SEA03",11,85,190,1669,8.78,7.73,-1.05
"533","CB Bucknor","SFO03",8,56,190,1669,8.78,7,-1.78
"534","CB Bucknor","STL10",7,73,190,1669,8.78,10.43,1.65
"535","CB Bucknor","STP01",4,44,190,1669,8.78,11,2.22
"536","CB Bucknor","TOR02",7,66,190,1669,8.78,9.43,0.65
"537","CB Bucknor","WAS11",4,33,190,1669,8.78,8.25,-0.529999999999999
"538","Chad Fairchild","ANA01",5,41,171,1459,8.53,8.2,-0.33
"539","Chad Fairchild","ARL02",5,64,171,1459,8.53,12.8,4.27
"540","Chad Fairchild","ATL02",5,34,171,1459,8.53,6.8,-1.73
"541","Chad Fairchild","BAL12",6,45,171,1459,8.53,7.5,-1.03
"542","Chad Fairchild","BOS07",3,33,171,1459,8.53,11,2.47
"543","Chad Fairchild","CHI11",4,24,171,1459,8.53,6,-2.53
"544","Chad Fairchild","CHI12",4,19,171,1459,8.53,4.75,-3.78
"545","Chad Fairchild","CIN09",7,74,171,1459,8.53,10.57,2.04
"546","Chad Fairchild","CLE08",4,31,171,1459,8.53,7.75,-0.779999999999999
"547","Chad Fairchild","DEN02",7,76,171,1459,8.53,10.86,2.33
"548","Chad Fairchild","DET05",9,82,171,1459,8.53,9.11,0.58
"549","Chad Fairchild","HOU03",5,49,171,1459,8.53,9.8,1.27
"550","Chad Fairchild","KAN06",7,46,171,1459,8.53,6.57,-1.96
"551","Chad Fairchild","LOS03",10,93,171,1459,8.53,9.3,0.770000000000001
"552","Chad Fairchild","MIA01",2,19,171,1459,8.53,9.5,0.970000000000001
"553","Chad Fairchild","MIA02",5,41,171,1459,8.53,8.2,-0.33
"554","Chad Fairchild","MIL06",3,24,171,1459,8.53,8,-0.529999999999999
"555","Chad Fairchild","MIN04",5,47,171,1459,8.53,9.4,0.870000000000001
"556","Chad Fairchild","NYC20",7,67,171,1459,8.53,9.57,1.04
"557","Chad Fairchild","NYC21",6,59,171,1459,8.53,9.83,1.3
"558","Chad Fairchild","OAK01",8,62,171,1459,8.53,7.75,-0.779999999999999
"559","Chad Fairchild","PHI13",6,62,171,1459,8.53,10.33,1.8
"560","Chad Fairchild","PHO01",8,64,171,1459,8.53,8,-0.529999999999999
"561","Chad Fairchild","PIT08",8,83,171,1459,8.53,10.38,1.85
"562","Chad Fairchild","SAN02",5,29,171,1459,8.53,5.8,-2.73
"563","Chad Fairchild","SEA03",5,40,171,1459,8.53,8,-0.529999999999999
"564","Chad Fairchild","SFO03",3,17,171,1459,8.53,5.67,-2.86
"565","Chad Fairchild","STL10",4,24,171,1459,8.53,6,-2.53
"566","Chad Fairchild","STP01",7,30,171,1459,8.53,4.29,-4.24
"567","Chad Fairchild","TOR02",5,63,171,1459,8.53,12.6,4.07
"568","Chad Fairchild","WAS11",3,17,171,1459,8.53,5.67,-2.86
"569","Chad Whitson","CHI12",1,6,1,6,6,6,0
"570","Chris Conroy","ANA01",4,22,137,1232,8.99,5.5,-3.49
"571","Chris Conroy","ARL02",8,90,137,1232,8.99,11.25,2.26
"572","Chris Conroy","ATL02",4,34,137,1232,8.99,8.5,-0.49
"573","Chris Conroy","BAL12",7,67,137,1232,8.99,9.57,0.58
"574","Chris Conroy","BOS07",5,59,137,1232,8.99,11.8,2.81
"575","Chris Conroy","CHI11",5,32,137,1232,8.99,6.4,-2.59
"576","Chris Conroy","CHI12",12,107,137,1232,8.99,8.92,-0.0700000000000003
"577","Chris Conroy","CIN09",6,51,137,1232,8.99,8.5,-0.49
"578","Chris Conroy","CLE08",3,27,137,1232,8.99,9,0.00999999999999979
"579","Chris Conroy","DEN02",5,79,137,1232,8.99,15.8,6.81
"580","Chris Conroy","DET05",1,11,137,1232,8.99,11,2.01
"581","Chris Conroy","HOU03",6,55,137,1232,8.99,9.17,0.18
"582","Chris Conroy","KAN06",2,10,137,1232,8.99,5,-3.99
"583","Chris Conroy","LOS03",1,7,137,1232,8.99,7,-1.99
"584","Chris Conroy","MIA02",4,28,137,1232,8.99,7,-1.99
"585","Chris Conroy","MIL06",6,54,137,1232,8.99,9,0.00999999999999979
"586","Chris Conroy","MIN04",3,23,137,1232,8.99,7.67,-1.32
"587","Chris Conroy","NYC20",3,23,137,1232,8.99,7.67,-1.32
"588","Chris Conroy","NYC21",4,33,137,1232,8.99,8.25,-0.74
"589","Chris Conroy","OAK01",6,56,137,1232,8.99,9.33,0.34
"590","Chris Conroy","PHI13",5,38,137,1232,8.99,7.6,-1.39
"591","Chris Conroy","PHO01",3,25,137,1232,8.99,8.33,-0.66
"592","Chris Conroy","PIT08",8,60,137,1232,8.99,7.5,-1.49
"593","Chris Conroy","SAN02",5,43,137,1232,8.99,8.6,-0.390000000000001
"594","Chris Conroy","SEA03",1,6,137,1232,8.99,6,-2.99
"595","Chris Conroy","SFO03",6,41,137,1232,8.99,6.83,-2.16
"596","Chris Conroy","STL10",3,32,137,1232,8.99,10.67,1.68
"597","Chris Conroy","STP01",3,28,137,1232,8.99,9.33,0.34
"598","Chris Conroy","TOR02",3,26,137,1232,8.99,8.67,-0.32
"599","Chris Conroy","WAS11",5,65,137,1232,8.99,13,4.01
"600","Chris Guccione","ANA01",5,63,192,1646,8.57,12.6,4.03
"601","Chris Guccione","ARL02",5,48,192,1646,8.57,9.6,1.03
"602","Chris Guccione","ATL02",4,32,192,1646,8.57,8,-0.57
"603","Chris Guccione","BAL12",9,100,192,1646,8.57,11.11,2.54
"604","Chris Guccione","BOS07",8,90,192,1646,8.57,11.25,2.68
"605","Chris Guccione","CHI11",4,40,192,1646,8.57,10,1.43
"606","Chris Guccione","CHI12",6,58,192,1646,8.57,9.67,1.1
"607","Chris Guccione","CIN09",6,47,192,1646,8.57,7.83,-0.74
"608","Chris Guccione","CLE08",5,42,192,1646,8.57,8.4,-0.17
"609","Chris Guccione","DEN02",11,120,192,1646,8.57,10.91,2.34
"610","Chris Guccione","DET05",10,85,192,1646,8.57,8.5,-0.0700000000000003
"611","Chris Guccione","HOU03",5,33,192,1646,8.57,6.6,-1.97
"612","Chris Guccione","KAN06",9,87,192,1646,8.57,9.67,1.1
"613","Chris Guccione","LOS03",8,69,192,1646,8.57,8.62,0.0499999999999989
"614","Chris Guccione","MIA01",3,29,192,1646,8.57,9.67,1.1
"615","Chris Guccione","MIA02",5,30,192,1646,8.57,6,-2.57
"616","Chris Guccione","MIL06",5,37,192,1646,8.57,7.4,-1.17
"617","Chris Guccione","MIN04",9,77,192,1646,8.57,8.56,-0.00999999999999979
"618","Chris Guccione","NYC20",4,28,192,1646,8.57,7,-1.57
"619","Chris Guccione","NYC21",6,51,192,1646,8.57,8.5,-0.0700000000000003
"620","Chris Guccione","OAK01",5,31,192,1646,8.57,6.2,-2.37
"621","Chris Guccione","PHI13",5,47,192,1646,8.57,9.4,0.83
"622","Chris Guccione","PHO01",2,11,192,1646,8.57,5.5,-3.07
"623","Chris Guccione","PIT08",8,57,192,1646,8.57,7.12,-1.45
"624","Chris Guccione","SAN02",9,60,192,1646,8.57,6.67,-1.9
"625","Chris Guccione","SEA03",6,44,192,1646,8.57,7.33,-1.24
"626","Chris Guccione","SFO03",5,34,192,1646,8.57,6.8,-1.77
"627","Chris Guccione","STL10",7,59,192,1646,8.57,8.43,-0.140000000000001
"628","Chris Guccione","STP01",5,51,192,1646,8.57,10.2,1.63
"629","Chris Guccione","TOR02",9,53,192,1646,8.57,5.89,-2.68
"630","Chris Guccione","WAS11",4,33,192,1646,8.57,8.25,-0.32
"631","Chris Segal","ANA01",2,30,53,470,8.87,15,6.13
"632","Chris Segal","ARL02",1,8,53,470,8.87,8,-0.869999999999999
"633","Chris Segal","ATL02",3,24,53,470,8.87,8,-0.869999999999999
"634","Chris Segal","CHI11",3,23,53,470,8.87,7.67,-1.2
"635","Chris Segal","CHI12",2,21,53,470,8.87,10.5,1.63
"636","Chris Segal","CLE08",2,15,53,470,8.87,7.5,-1.37
"637","Chris Segal","DEN02",2,28,53,470,8.87,14,5.13
"638","Chris Segal","DET05",3,27,53,470,8.87,9,0.130000000000001
"639","Chris Segal","HOU03",1,13,53,470,8.87,13,4.13
"640","Chris Segal","KAN06",3,17,53,470,8.87,5.67,-3.2
"641","Chris Segal","LOS03",2,13,53,470,8.87,6.5,-2.37
"642","Chris Segal","MIA02",1,8,53,470,8.87,8,-0.869999999999999
"643","Chris Segal","MIL06",2,17,53,470,8.87,8.5,-0.369999999999999
"644","Chris Segal","MIN04",5,52,53,470,8.87,10.4,1.53
"645","Chris Segal","NYC20",2,14,53,470,8.87,7,-1.87
"646","Chris Segal","NYC21",1,2,53,470,8.87,2,-6.87
"647","Chris Segal","OAK01",2,11,53,470,8.87,5.5,-3.37
"648","Chris Segal","PHI13",1,14,53,470,8.87,14,5.13
"649","Chris Segal","PHO01",1,18,53,470,8.87,18,9.13
"650","Chris Segal","SAN02",3,23,53,470,8.87,7.67,-1.2
"651","Chris Segal","SEA03",3,22,53,470,8.87,7.33,-1.54
"652","Chris Segal","SFO03",4,31,53,470,8.87,7.75,-1.12
"653","Chris Segal","STL10",1,10,53,470,8.87,10,1.13
"654","Chris Segal","STP01",2,17,53,470,8.87,8.5,-0.369999999999999
"655","Chris Segal","TOR02",1,12,53,470,8.87,12,3.13
"656","Chris Tiller","KAN06",2,20,2,20,10,10,0
"657","Clint Fagan","ANA01",2,9,83,673,8.11,4.5,-3.61
"658","Clint Fagan","ARL02",2,23,83,673,8.11,11.5,3.39
"659","Clint Fagan","ATL02",1,4,83,673,8.11,4,-4.11
"660","Clint Fagan","BAL12",3,23,83,673,8.11,7.67,-0.44
"661","Clint Fagan","BOS07",6,36,83,673,8.11,6,-2.11
"662","Clint Fagan","CHI11",4,32,83,673,8.11,8,-0.109999999999999
"663","Clint Fagan","CHI12",1,12,83,673,8.11,12,3.89
"664","Clint Fagan","CIN09",1,1,83,673,8.11,1,-7.11
"665","Clint Fagan","CLE08",1,3,83,673,8.11,3,-5.11
"666","Clint Fagan","DEN02",4,46,83,673,8.11,11.5,3.39
"667","Clint Fagan","DET05",5,52,83,673,8.11,10.4,2.29
"668","Clint Fagan","HOU03",4,33,83,673,8.11,8.25,0.140000000000001
"669","Clint Fagan","KAN06",4,35,83,673,8.11,8.75,0.640000000000001
"670","Clint Fagan","LOS03",3,22,83,673,8.11,7.33,-0.779999999999999
"671","Clint Fagan","MIA02",3,32,83,673,8.11,10.67,2.56
"672","Clint Fagan","MIL06",2,18,83,673,8.11,9,0.890000000000001
"673","Clint Fagan","MIN04",2,18,83,673,8.11,9,0.890000000000001
"674","Clint Fagan","NYC20",4,21,83,673,8.11,5.25,-2.86
"675","Clint Fagan","NYC21",2,19,83,673,8.11,9.5,1.39
"676","Clint Fagan","OAK01",1,12,83,673,8.11,12,3.89
"677","Clint Fagan","PHI13",3,30,83,673,8.11,10,1.89
"678","Clint Fagan","PHO01",1,11,83,673,8.11,11,2.89
"679","Clint Fagan","SAN02",4,31,83,673,8.11,7.75,-0.359999999999999
"680","Clint Fagan","SEA03",3,18,83,673,8.11,6,-2.11
"681","Clint Fagan","SFO03",2,13,83,673,8.11,6.5,-1.61
"682","Clint Fagan","STL10",4,35,83,673,8.11,8.75,0.640000000000001
"683","Clint Fagan","STP01",4,21,83,673,8.11,5.25,-2.86
"684","Clint Fagan","TOR02",3,35,83,673,8.11,11.67,3.56
"685","Clint Fagan","WAS11",4,28,83,673,8.11,7,-1.11
"686","Cory Blaser","ANA01",9,75,147,1213,8.25,8.33,0.0800000000000001
"687","Cory Blaser","ARL02",3,31,147,1213,8.25,10.33,2.08
"688","Cory Blaser","ATL02",2,16,147,1213,8.25,8,-0.25
"689","Cory Blaser","BAL12",5,36,147,1213,8.25,7.2,-1.05
"690","Cory Blaser","BOS07",7,76,147,1213,8.25,10.86,2.61
"691","Cory Blaser","CHI11",3,23,147,1213,8.25,7.67,-0.58
"692","Cory Blaser","CHI12",6,59,147,1213,8.25,9.83,1.58
"693","Cory Blaser","CIN09",5,24,147,1213,8.25,4.8,-3.45
"694","Cory Blaser","CLE08",4,25,147,1213,8.25,6.25,-2
"695","Cory Blaser","DEN02",12,143,147,1213,8.25,11.92,3.67
"696","Cory Blaser","DET05",6,31,147,1213,8.25,5.17,-3.08
"697","Cory Blaser","HOU03",4,40,147,1213,8.25,10,1.75
"698","Cory Blaser","KAN06",7,53,147,1213,8.25,7.57,-0.68
"699","Cory Blaser","LOS03",4,29,147,1213,8.25,7.25,-1
"700","Cory Blaser","MIA02",3,22,147,1213,8.25,7.33,-0.92
"701","Cory Blaser","MIN04",9,78,147,1213,8.25,8.67,0.42
"702","Cory Blaser","NYC20",2,15,147,1213,8.25,7.5,-0.75
"703","Cory Blaser","NYC21",4,51,147,1213,8.25,12.75,4.5
"704","Cory Blaser","OAK01",6,41,147,1213,8.25,6.83,-1.42
"705","Cory Blaser","PHI13",4,28,147,1213,8.25,7,-1.25
"706","Cory Blaser","PHO01",3,23,147,1213,8.25,7.67,-0.58
"707","Cory Blaser","PIT08",5,29,147,1213,8.25,5.8,-2.45
"708","Cory Blaser","SAN02",4,25,147,1213,8.25,6.25,-2
"709","Cory Blaser","SEA03",9,67,147,1213,8.25,7.44,-0.81
"710","Cory Blaser","SFO03",5,36,147,1213,8.25,7.2,-1.05
"711","Cory Blaser","STL10",5,44,147,1213,8.25,8.8,0.550000000000001
"712","Cory Blaser","STP01",2,24,147,1213,8.25,12,3.75
"713","Cory Blaser","TOR02",4,43,147,1213,8.25,10.75,2.5
"714","Cory Blaser","WAS11",5,26,147,1213,8.25,5.2,-3.05
"715","D.J. Reyburn","ANA01",1,1,143,1184,8.28,1,-7.28
"716","D.J. Reyburn","ARL02",5,38,143,1184,8.28,7.6,-0.68
"717","D.J. Reyburn","ATL02",4,26,143,1184,8.28,6.5,-1.78
"718","D.J. Reyburn","BAL12",4,48,143,1184,8.28,12,3.72
"719","D.J. Reyburn","BOS07",2,13,143,1184,8.28,6.5,-1.78
"720","D.J. Reyburn","CHI11",7,37,143,1184,8.28,5.29,-2.99
"721","D.J. Reyburn","CHI12",9,77,143,1184,8.28,8.56,0.280000000000001
"722","D.J. Reyburn","CIN09",6,34,143,1184,8.28,5.67,-2.61
"723","D.J. Reyburn","CLE08",5,52,143,1184,8.28,10.4,2.12
"724","D.J. Reyburn","DEN02",6,81,143,1184,8.28,13.5,5.22
"725","D.J. Reyburn","DET05",3,18,143,1184,8.28,6,-2.28
"726","D.J. Reyburn","HOU03",8,62,143,1184,8.28,7.75,-0.529999999999999
"727","D.J. Reyburn","KAN06",6,44,143,1184,8.28,7.33,-0.949999999999999
"728","D.J. Reyburn","LOS03",5,28,143,1184,8.28,5.6,-2.68
"729","D.J. Reyburn","MIA02",6,33,143,1184,8.28,5.5,-2.78
"730","D.J. Reyburn","MIL06",5,49,143,1184,8.28,9.8,1.52
"731","D.J. Reyburn","MIN04",8,83,143,1184,8.28,10.38,2.1
"732","D.J. Reyburn","NYC20",4,22,143,1184,8.28,5.5,-2.78
"733","D.J. Reyburn","NYC21",4,39,143,1184,8.28,9.75,1.47
"734","D.J. Reyburn","OAK01",2,17,143,1184,8.28,8.5,0.220000000000001
"735","D.J. Reyburn","PHI13",5,38,143,1184,8.28,7.6,-0.68
"736","D.J. Reyburn","PHO01",3,30,143,1184,8.28,10,1.72
"737","D.J. Reyburn","PIT08",7,58,143,1184,8.28,8.29,0.00999999999999979
"738","D.J. Reyburn","SAN02",4,40,143,1184,8.28,10,1.72
"739","D.J. Reyburn","SEA03",5,39,143,1184,8.28,7.8,-0.48
"740","D.J. Reyburn","SFO03",2,16,143,1184,8.28,8,-0.279999999999999
"741","D.J. Reyburn","STL10",10,90,143,1184,8.28,9,0.720000000000001
"742","D.J. Reyburn","STP01",2,17,143,1184,8.28,8.5,0.220000000000001
"743","D.J. Reyburn","TOR02",3,31,143,1184,8.28,10.33,2.05
"744","D.J. Reyburn","WAS11",2,23,143,1184,8.28,11.5,3.22
"745","Dale Scott","ANA01",8,73,190,1654,8.71,9.12,0.409999999999998
"746","Dale Scott","ARL02",7,80,190,1654,8.71,11.43,2.72
"747","Dale Scott","ATL02",9,69,190,1654,8.71,7.67,-1.04
"748","Dale Scott","BAL12",1,7,190,1654,8.71,7,-1.71
"749","Dale Scott","BOS07",3,24,190,1654,8.71,8,-0.710000000000001
"750","Dale Scott","CHI11",8,68,190,1654,8.71,8.5,-0.210000000000001
"751","Dale Scott","CHI12",4,33,190,1654,8.71,8.25,-0.460000000000001
"752","Dale Scott","CIN09",5,29,190,1654,8.71,5.8,-2.91
"753","Dale Scott","CLE08",8,66,190,1654,8.71,8.25,-0.460000000000001
"754","Dale Scott","DEN02",4,49,190,1654,8.71,12.25,3.54
"755","Dale Scott","DET05",5,37,190,1654,8.71,7.4,-1.31
"756","Dale Scott","HOU03",4,41,190,1654,8.71,10.25,1.54
"757","Dale Scott","KAN06",5,33,190,1654,8.71,6.6,-2.11
"758","Dale Scott","LOS03",8,84,190,1654,8.71,10.5,1.79
"759","Dale Scott","MIA01",4,36,190,1654,8.71,9,0.289999999999999
"760","Dale Scott","MIA02",5,35,190,1654,8.71,7,-1.71
"761","Dale Scott","MIL06",12,101,190,1654,8.71,8.42,-0.290000000000001
"762","Dale Scott","MIN04",5,54,190,1654,8.71,10.8,2.09
"763","Dale Scott","NYC20",6,50,190,1654,8.71,8.33,-0.380000000000001
"764","Dale Scott","NYC21",6,60,190,1654,8.71,10,1.29
"765","Dale Scott","OAK01",4,34,190,1654,8.71,8.5,-0.210000000000001
"766","Dale Scott","PHI13",7,51,190,1654,8.71,7.29,-1.42
"767","Dale Scott","PHO01",11,115,190,1654,8.71,10.45,1.74
"768","Dale Scott","PIT08",7,56,190,1654,8.71,8,-0.710000000000001
"769","Dale Scott","SAN02",5,39,190,1654,8.71,7.8,-0.910000000000001
"770","Dale Scott","SEA03",13,104,190,1654,8.71,8,-0.710000000000001
"771","Dale Scott","SFO03",6,48,190,1654,8.71,8,-0.710000000000001
"772","Dale Scott","STL10",3,27,190,1654,8.71,9,0.289999999999999
"773","Dale Scott","STP01",6,38,190,1654,8.71,6.33,-2.38
"774","Dale Scott","SYD01",1,12,190,1654,8.71,12,3.29
"775","Dale Scott","TOR02",5,49,190,1654,8.71,9.8,1.09
"776","Dale Scott","WAS11",5,52,190,1654,8.71,10.4,1.69
"777","Dan Bellino","ANA01",6,36,182,1560,8.57,6,-2.57
"778","Dan Bellino","ARL02",3,34,182,1560,8.57,11.33,2.76
"779","Dan Bellino","ATL02",6,42,182,1560,8.57,7,-1.57
"780","Dan Bellino","BAL12",4,28,182,1560,8.57,7,-1.57
"781","Dan Bellino","BOS07",6,53,182,1560,8.57,8.83,0.26
"782","Dan Bellino","CHI11",8,57,182,1560,8.57,7.12,-1.45
"783","Dan Bellino","CHI12",8,66,182,1560,8.57,8.25,-0.32
"784","Dan Bellino","CIN09",5,59,182,1560,8.57,11.8,3.23
"785","Dan Bellino","CLE08",3,32,182,1560,8.57,10.67,2.1
"786","Dan Bellino","DEN02",5,73,182,1560,8.57,14.6,6.03
"787","Dan Bellino","DET05",3,23,182,1560,8.57,7.67,-0.9
"788","Dan Bellino","HOU03",7,52,182,1560,8.57,7.43,-1.14
"789","Dan Bellino","KAN06",3,26,182,1560,8.57,8.67,0.0999999999999996
"790","Dan Bellino","LOS03",2,8,182,1560,8.57,4,-4.57
"791","Dan Bellino","MIA01",3,14,182,1560,8.57,4.67,-3.9
"792","Dan Bellino","MIA02",6,44,182,1560,8.57,7.33,-1.24
"793","Dan Bellino","MIL06",10,84,182,1560,8.57,8.4,-0.17
"794","Dan Bellino","MIN04",8,74,182,1560,8.57,9.25,0.68
"795","Dan Bellino","NYC20",9,81,182,1560,8.57,9,0.43
"796","Dan Bellino","NYC21",8,66,182,1560,8.57,8.25,-0.32
"797","Dan Bellino","OAK01",8,59,182,1560,8.57,7.38,-1.19
"798","Dan Bellino","PHI13",8,69,182,1560,8.57,8.62,0.0499999999999989
"799","Dan Bellino","PHO01",7,76,182,1560,8.57,10.86,2.29
"800","Dan Bellino","PIT08",4,28,182,1560,8.57,7,-1.57
"801","Dan Bellino","SAN02",6,47,182,1560,8.57,7.83,-0.74
"802","Dan Bellino","SEA03",8,60,182,1560,8.57,7.5,-1.07
"803","Dan Bellino","SFO03",9,75,182,1560,8.57,8.33,-0.24
"804","Dan Bellino","STL10",6,46,182,1560,8.57,7.67,-0.9
"805","Dan Bellino","STP01",5,48,182,1560,8.57,9.6,1.03
"806","Dan Bellino","TOR02",4,49,182,1560,8.57,12.25,3.68
"807","Dan Bellino","WAS11",4,51,182,1560,8.57,12.75,4.18
"808","Dan Iassogna","ANA01",4,26,196,1519,7.75,6.5,-1.25
"809","Dan Iassogna","ARL02",7,52,196,1519,7.75,7.43,-0.32
"810","Dan Iassogna","ATL02",12,91,196,1519,7.75,7.58,-0.17
"811","Dan Iassogna","BAL12",5,36,196,1519,7.75,7.2,-0.55
"812","Dan Iassogna","BOS07",4,35,196,1519,7.75,8.75,1
