"","hp_ump_name","park","ParkGms","TotalParkRuns","TotalGames","TotalRuns","TotRunsGm","ParkRunsGm","ParkDiff"
"1176","Gerry Davis","ATL02",4,41,188,1588,8.45,10.25,1.8
"1177","Gerry Davis","BAL12",7,83,188,1588,8.45,11.86,3.41
"1178","Gerry Davis","BOS07",4,39,188,1588,8.45,9.75,1.3
"1179","Gerry Davis","CHI11",9,102,188,1588,8.45,11.33,2.88
"1180","Gerry Davis","CHI12",2,12,188,1588,8.45,6,-2.45
"1181","Gerry Davis","CIN09",4,35,188,1588,8.45,8.75,0.300000000000001
"1182","Gerry Davis","CLE08",8,83,188,1588,8.45,10.38,1.93
"1183","Gerry Davis","DEN02",7,69,188,1588,8.45,9.86,1.41
"1184","Gerry Davis","DET05",5,66,188,1588,8.45,13.2,4.75
"1185","Gerry Davis","HOU03",4,26,188,1588,8.45,6.5,-1.95
"1186","Gerry Davis","KAN06",4,41,188,1588,8.45,10.25,1.8
"1187","Gerry Davis","LOS03",15,108,188,1588,8.45,7.2,-1.25
"1188","Gerry Davis","MIA01",2,14,188,1588,8.45,7,-1.45
"1189","Gerry Davis","MIA02",3,12,188,1588,8.45,4,-4.45
"1190","Gerry Davis","MIL06",5,38,188,1588,8.45,7.6,-0.85
"1191","Gerry Davis","MIN04",4,44,188,1588,8.45,11,2.55
"1192","Gerry Davis","NYC20",8,61,188,1588,8.45,7.62,-0.829999999999999
"1193","Gerry Davis","NYC21",5,45,188,1588,8.45,9,0.550000000000001
"1194","Gerry Davis","OAK01",10,66,188,1588,8.45,6.6,-1.85
"1195","Gerry Davis","PHI13",3,32,188,1588,8.45,10.67,2.22
"1196","Gerry Davis","PHO01",4,30,188,1588,8.45,7.5,-0.949999999999999
"1197","Gerry Davis","PIT08",8,62,188,1588,8.45,7.75,-0.699999999999999
"1198","Gerry Davis","SAN02",15,134,188,1588,8.45,8.93,0.48
"1199","Gerry Davis","SEA03",3,28,188,1588,8.45,9.33,0.880000000000001
"1200","Gerry Davis","SFO03",4,25,188,1588,8.45,6.25,-2.2
"1201","Gerry Davis","STL10",6,35,188,1588,8.45,5.83,-2.62
"1202","Gerry Davis","STP01",5,33,188,1588,8.45,6.6,-1.85
"1203","Gerry Davis","TOR02",5,46,188,1588,8.45,9.2,0.75
"1204","Gerry Davis","WAS11",5,31,188,1588,8.45,6.2,-2.25
"1205","Greg Gibson","ANA01",8,64,186,1524,8.19,8,-0.19
"1206","Greg Gibson","ARL02",6,65,186,1524,8.19,10.83,2.64
"1207","Greg Gibson","ATL02",1,5,186,1524,8.19,5,-3.19
"1208","Greg Gibson","BAL12",6,45,186,1524,8.19,7.5,-0.69
"1209","Greg Gibson","BOS07",7,60,186,1524,8.19,8.57,0.380000000000001
"1210","Greg Gibson","CHI11",9,74,186,1524,8.19,8.22,0.0300000000000011
"1211","Greg Gibson","CHI12",4,38,186,1524,8.19,9.5,1.31
"1212","Greg Gibson","CIN09",3,17,186,1524,8.19,5.67,-2.52
"1213","Greg Gibson","CLE08",6,37,186,1524,8.19,6.17,-2.02
"1214","Greg Gibson","DEN02",5,50,186,1524,8.19,10,1.81
"1215","Greg Gibson","DET05",3,33,186,1524,8.19,11,2.81
"1216","Greg Gibson","HOU03",2,23,186,1524,8.19,11.5,3.31
"1217","Greg Gibson","KAN06",8,65,186,1524,8.19,8.12,-0.0700000000000003
"1218","Greg Gibson","LOS03",10,98,186,1524,8.19,9.8,1.61
"1219","Greg Gibson","MIA01",3,25,186,1524,8.19,8.33,0.140000000000001
"1220","Greg Gibson","MIA02",2,13,186,1524,8.19,6.5,-1.69
"1221","Greg Gibson","MIL06",8,64,186,1524,8.19,8,-0.19
"1222","Greg Gibson","MIN04",3,16,186,1524,8.19,5.33,-2.86
"1223","Greg Gibson","NYC20",9,70,186,1524,8.19,7.78,-0.409999999999999
"1224","Greg Gibson","NYC21",9,62,186,1524,8.19,6.89,-1.3
"1225","Greg Gibson","OAK01",8,62,186,1524,8.19,7.75,-0.44
"1226","Greg Gibson","PHI13",2,16,186,1524,8.19,8,-0.19
"1227","Greg Gibson","PHO01",6,73,186,1524,8.19,12.17,3.98
"1228","Greg Gibson","PIT08",6,56,186,1524,8.19,9.33,1.14
"1229","Greg Gibson","SAN02",11,64,186,1524,8.19,5.82,-2.37
"1230","Greg Gibson","SEA03",6,38,186,1524,8.19,6.33,-1.86
"1231","Greg Gibson","SFO03",7,56,186,1524,8.19,8,-0.19
"1232","Greg Gibson","STL10",8,55,186,1524,8.19,6.88,-1.31
"1233","Greg Gibson","STP01",7,70,186,1524,8.19,10,1.81
"1234","Greg Gibson","TOR02",6,62,186,1524,8.19,10.33,2.14
"1235","Greg Gibson","WAS11",7,48,186,1524,8.19,6.86,-1.33
"1236","Hunter Wendelstedt","ANA01",5,36,169,1367,8.09,7.2,-0.89
"1237","Hunter Wendelstedt","ARL02",6,53,169,1367,8.09,8.83,0.74
"1238","Hunter Wendelstedt","ATL02",7,56,169,1367,8.09,8,-0.0899999999999999
"1239","Hunter Wendelstedt","BAL12",4,43,169,1367,8.09,10.75,2.66
"1240","Hunter Wendelstedt","BOS07",8,73,169,1367,8.09,9.12,1.03
"1241","Hunter Wendelstedt","CHI11",7,54,169,1367,8.09,7.71,-0.38
"1242","Hunter Wendelstedt","CHI12",7,61,169,1367,8.09,8.71,0.620000000000001
"1243","Hunter Wendelstedt","CIN09",5,43,169,1367,8.09,8.6,0.51
"1244","Hunter Wendelstedt","CLE08",3,22,169,1367,8.09,7.33,-0.76
"1245","Hunter Wendelstedt","DEN02",4,60,169,1367,8.09,15,6.91
"1246","Hunter Wendelstedt","DET05",6,35,169,1367,8.09,5.83,-2.26
"1247","Hunter Wendelstedt","HOU03",5,51,169,1367,8.09,10.2,2.11
"1248","Hunter Wendelstedt","KAN06",5,41,169,1367,8.09,8.2,0.109999999999999
"1249","Hunter Wendelstedt","LOS03",8,61,169,1367,8.09,7.62,-0.47
"1250","Hunter Wendelstedt","MIA01",1,13,169,1367,8.09,13,4.91
"1251","Hunter Wendelstedt","MIA02",3,17,169,1367,8.09,5.67,-2.42
"1252","Hunter Wendelstedt","MIL06",5,45,169,1367,8.09,9,0.91
"1253","Hunter Wendelstedt","MIN04",7,51,169,1367,8.09,7.29,-0.8
"1254","Hunter Wendelstedt","NYC20",4,28,169,1367,8.09,7,-1.09
"1255","Hunter Wendelstedt","NYC21",6,54,169,1367,8.09,9,0.91
"1256","Hunter Wendelstedt","OAK01",8,52,169,1367,8.09,6.5,-1.59
"1257","Hunter Wendelstedt","PHI13",4,34,169,1367,8.09,8.5,0.41
"1258","Hunter Wendelstedt","PHO01",6,71,169,1367,8.09,11.83,3.74
"1259","Hunter Wendelstedt","PIT08",5,45,169,1367,8.09,9,0.91
"1260","Hunter Wendelstedt","SAN02",5,28,169,1367,8.09,5.6,-2.49
"1261","Hunter Wendelstedt","SEA03",9,71,169,1367,8.09,7.89,-0.2
"1262","Hunter Wendelstedt","SFO03",3,16,169,1367,8.09,5.33,-2.76
"1263","Hunter Wendelstedt","STL10",5,22,169,1367,8.09,4.4,-3.69
"1264","Hunter Wendelstedt","STP01",8,56,169,1367,8.09,7,-1.09
"1265","Hunter Wendelstedt","TOR02",4,39,169,1367,8.09,9.75,1.66
"1266","Hunter Wendelstedt","WAS11",6,36,169,1367,8.09,6,-2.09
"1267","James Hoye","ANA01",4,52,190,1556,8.19,13,4.81
"1268","James Hoye","ARL02",10,103,190,1556,8.19,10.3,2.11
"1269","James Hoye","ATL02",9,111,190,1556,8.19,12.33,4.14
"1270","James Hoye","BAL12",7,62,190,1556,8.19,8.86,0.67
"1271","James Hoye","BOS07",7,59,190,1556,8.19,8.43,0.24
"1272","James Hoye","CHI11",7,59,190,1556,8.19,8.43,0.24
"1273","James Hoye","CHI12",5,46,190,1556,8.19,9.2,1.01
"1274","James Hoye","CIN09",6,42,190,1556,8.19,7,-1.19
"1275","James Hoye","CLE08",10,90,190,1556,8.19,9,0.81
"1276","James Hoye","DEN02",5,44,190,1556,8.19,8.8,0.610000000000001
"1277","James Hoye","DET05",12,94,190,1556,8.19,7.83,-0.359999999999999
"1278","James Hoye","HOU03",7,46,190,1556,8.19,6.57,-1.62
"1279","James Hoye","KAN06",6,61,190,1556,8.19,10.17,1.98
"1280","James Hoye","LOS03",3,23,190,1556,8.19,7.67,-0.52
"1281","James Hoye","MIA01",2,12,190,1556,8.19,6,-2.19
"1282","James Hoye","MIA02",4,28,190,1556,8.19,7,-1.19
"1283","James Hoye","MIL06",8,82,190,1556,8.19,10.25,2.06
"1284","James Hoye","MIN04",7,57,190,1556,8.19,8.14,-0.0499999999999989
"1285","James Hoye","NYC20",6,38,190,1556,8.19,6.33,-1.86
"1286","James Hoye","NYC21",6,43,190,1556,8.19,7.17,-1.02
"1287","James Hoye","OAK01",3,16,190,1556,8.19,5.33,-2.86
"1288","James Hoye","PHI13",6,41,190,1556,8.19,6.83,-1.36
"1289","James Hoye","PHO01",7,43,190,1556,8.19,6.14,-2.05
"1290","James Hoye","PIT08",7,37,190,1556,8.19,5.29,-2.9
"1291","James Hoye","SAN02",3,27,190,1556,8.19,9,0.81
"1292","James Hoye","SEA03",2,6,190,1556,8.19,3,-5.19
"1293","James Hoye","SFO03",7,42,190,1556,8.19,6,-2.19
"1294","James Hoye","STL10",6,50,190,1556,8.19,8.33,0.140000000000001
"1295","James Hoye","STP01",5,31,190,1556,8.19,6.2,-1.99
"1296","James Hoye","TOR02",8,88,190,1556,8.19,11,2.81
"1297","James Hoye","WAS11",5,23,190,1556,8.19,4.6,-3.59
"1298","Jeff Gosney","DET05",1,16,2,17,8.5,16,7.5
"1299","Jeff Gosney","TOR02",1,1,2,17,8.5,1,-7.5
"1300","Jeff Kellogg","ANA01",5,36,188,1608,8.55,7.2,-1.35
"1301","Jeff Kellogg","ARL02",11,96,188,1608,8.55,8.73,0.18
"1302","Jeff Kellogg","ATL02",8,49,188,1608,8.55,6.12,-2.43
"1303","Jeff Kellogg","BAL12",7,64,188,1608,8.55,9.14,0.59
"1304","Jeff Kellogg","BOS07",7,106,188,1608,8.55,15.14,6.59
"1305","Jeff Kellogg","CHI11",8,84,188,1608,8.55,10.5,1.95
"1306","Jeff Kellogg","CHI12",6,46,188,1608,8.55,7.67,-0.880000000000001
"1307","Jeff Kellogg","CIN09",4,34,188,1608,8.55,8.5,-0.0500000000000007
"1308","Jeff Kellogg","CLE08",9,75,188,1608,8.55,8.33,-0.220000000000001
"1309","Jeff Kellogg","DEN02",10,85,188,1608,8.55,8.5,-0.0500000000000007
"1310","Jeff Kellogg","DET05",7,62,188,1608,8.55,8.86,0.309999999999999
"1311","Jeff Kellogg","HOU03",5,43,188,1608,8.55,8.6,0.0499999999999989
"1312","Jeff Kellogg","KAN06",5,53,188,1608,8.55,10.6,2.05
"1313","Jeff Kellogg","LOS03",5,41,188,1608,8.55,8.2,-0.350000000000001
"1314","Jeff Kellogg","MIA01",3,34,188,1608,8.55,11.33,2.78
"1315","Jeff Kellogg","MIA02",4,35,188,1608,8.55,8.75,0.199999999999999
"1316","Jeff Kellogg","MIL06",12,107,188,1608,8.55,8.92,0.369999999999999
"1317","Jeff Kellogg","MIN04",6,31,188,1608,8.55,5.17,-3.38
"1318","Jeff Kellogg","NYC20",7,50,188,1608,8.55,7.14,-1.41
"1319","Jeff Kellogg","NYC21",8,70,188,1608,8.55,8.75,0.199999999999999
"1320","Jeff Kellogg","OAK01",3,14,188,1608,8.55,4.67,-3.88
"1321","Jeff Kellogg","PHI13",9,75,188,1608,8.55,8.33,-0.220000000000001
"1322","Jeff Kellogg","PHO01",3,19,188,1608,8.55,6.33,-2.22
"1323","Jeff Kellogg","PIT08",5,37,188,1608,8.55,7.4,-1.15
"1324","Jeff Kellogg","SAN02",4,40,188,1608,8.55,10,1.45
"1325","Jeff Kellogg","SEA03",3,26,188,1608,8.55,8.67,0.119999999999999
"1326","Jeff Kellogg","SFO03",3,20,188,1608,8.55,6.67,-1.88
"1327","Jeff Kellogg","STL10",4,23,188,1608,8.55,5.75,-2.8
"1328","Jeff Kellogg","STP01",3,14,188,1608,8.55,4.67,-3.88
"1329","Jeff Kellogg","TOR02",8,101,188,1608,8.55,12.62,4.07
"1330","Jeff Kellogg","WAS11",6,38,188,1608,8.55,6.33,-2.22
"1331","Jeff Nelson","ANA01",6,45,200,1723,8.62,7.5,-1.12
"1332","Jeff Nelson","ARL02",6,43,200,1723,8.62,7.17,-1.45
"1333","Jeff Nelson","ATL02",4,38,200,1723,8.62,9.5,0.880000000000001
"1334","Jeff Nelson","BAL12",9,76,200,1723,8.62,8.44,-0.18
"1335","Jeff Nelson","BOS07",10,76,200,1723,8.62,7.6,-1.02
"1336","Jeff Nelson","CHI11",11,118,200,1723,8.62,10.73,2.11
"1337","Jeff Nelson","CHI12",11,126,200,1723,8.62,11.45,2.83
"1338","Jeff Nelson","CIN09",6,42,200,1723,8.62,7,-1.62
"1339","Jeff Nelson","CLE08",6,57,200,1723,8.62,9.5,0.880000000000001
"1340","Jeff Nelson","DEN02",11,119,200,1723,8.62,10.82,2.2
"1341","Jeff Nelson","DET05",7,84,200,1723,8.62,12,3.38
"1342","Jeff Nelson","HOU03",4,32,200,1723,8.62,8,-0.619999999999999
"1343","Jeff Nelson","KAN06",5,22,200,1723,8.62,4.4,-4.22
"1344","Jeff Nelson","LOS03",5,34,200,1723,8.62,6.8,-1.82
"1345","Jeff Nelson","MIA01",3,20,200,1723,8.62,6.67,-1.95
"1346","Jeff Nelson","MIA02",5,40,200,1723,8.62,8,-0.619999999999999
"1347","Jeff Nelson","MIL06",5,47,200,1723,8.62,9.4,0.780000000000001
"1348","Jeff Nelson","MIN04",11,89,200,1723,8.62,8.09,-0.529999999999999
"1349","Jeff Nelson","NYC20",8,71,200,1723,8.62,8.88,0.260000000000002
"1350","Jeff Nelson","NYC21",3,33,200,1723,8.62,11,2.38
"1351","Jeff Nelson","OAK01",5,35,200,1723,8.62,7,-1.62
"1352","Jeff Nelson","PHI13",2,12,200,1723,8.62,6,-2.62
"1353","Jeff Nelson","PHO01",4,43,200,1723,8.62,10.75,2.13
"1354","Jeff Nelson","PIT08",9,60,200,1723,8.62,6.67,-1.95
"1355","Jeff Nelson","SAN02",8,51,200,1723,8.62,6.38,-2.24
"1356","Jeff Nelson","SEA03",6,43,200,1723,8.62,7.17,-1.45
"1357","Jeff Nelson","SFO03",2,17,200,1723,8.62,8.5,-0.119999999999999
"1358","Jeff Nelson","STL10",6,59,200,1723,8.62,9.83,1.21
"1359","Jeff Nelson","STP01",5,47,200,1723,8.62,9.4,0.780000000000001
"1360","Jeff Nelson","TOK01",1,5,200,1723,8.62,5,-3.62
"1361","Jeff Nelson","TOR02",10,87,200,1723,8.62,8.7,0.0800000000000001
"1362","Jeff Nelson","WAS11",6,52,200,1723,8.62,8.67,0.0500000000000007
"1363","Jerry Crawford","BAL12",1,6,23,196,8.52,6,-2.52
"1364","Jerry Crawford","BOS07",2,22,23,196,8.52,11,2.48
"1365","Jerry Crawford","CHI12",3,25,23,196,8.52,8.33,-0.19
"1366","Jerry Crawford","CLE08",1,8,23,196,8.52,8,-0.52
"1367","Jerry Crawford","DET05",1,10,23,196,8.52,10,1.48
"1368","Jerry Crawford","HOU03",1,5,23,196,8.52,5,-3.52
"1369","Jerry Crawford","LOS03",1,13,23,196,8.52,13,4.48
"1370","Jerry Crawford","MIA01",1,5,23,196,8.52,5,-3.52
"1371","Jerry Crawford","MIL06",1,8,23,196,8.52,8,-0.52
"1372","Jerry Crawford","MIN04",1,6,23,196,8.52,6,-2.52
"1373","Jerry Crawford","NYC21",1,18,23,196,8.52,18,9.48
"1374","Jerry Crawford","OAK01",2,22,23,196,8.52,11,2.48
"1375","Jerry Crawford","PIT08",1,12,23,196,8.52,12,3.48
"1376","Jerry Crawford","SAN02",1,1,23,196,8.52,1,-7.52
"1377","Jerry Crawford","STL10",2,14,23,196,8.52,7,-1.52
"1378","Jerry Crawford","STP01",2,16,23,196,8.52,8,-0.52
"1379","Jerry Crawford","TOR02",1,5,23,196,8.52,5,-3.52
"1380","Jerry Layne","ANA01",3,20,154,1310,8.51,6.67,-1.84
"1381","Jerry Layne","ARL02",2,21,154,1310,8.51,10.5,1.99
"1382","Jerry Layne","ATL02",6,41,154,1310,8.51,6.83,-1.68
"1383","Jerry Layne","BAL12",5,40,154,1310,8.51,8,-0.51
"1384","Jerry Layne","BOS07",7,78,154,1310,8.51,11.14,2.63
"1385","Jerry Layne","CHI11",5,11,154,1310,8.51,2.2,-6.31
"1386","Jerry Layne","CHI12",5,51,154,1310,8.51,10.2,1.69
"1387","Jerry Layne","CIN09",5,39,154,1310,8.51,7.8,-0.71
"1388","Jerry Layne","CLE08",4,25,154,1310,8.51,6.25,-2.26
"1389","Jerry Layne","DEN02",4,47,154,1310,8.51,11.75,3.24
"1390","Jerry Layne","DET05",7,74,154,1310,8.51,10.57,2.06
"1391","Jerry Layne","HOU03",3,19,154,1310,8.51,6.33,-2.18
"1392","Jerry Layne","KAN06",4,46,154,1310,8.51,11.5,2.99
"1393","Jerry Layne","LOS03",5,31,154,1310,8.51,6.2,-2.31
"1394","Jerry Layne","MIA01",2,21,154,1310,8.51,10.5,1.99
"1395","Jerry Layne","MIA02",5,53,154,1310,8.51,10.6,2.09
"1396","Jerry Layne","MIL06",6,75,154,1310,8.51,12.5,3.99
"1397","Jerry Layne","MIN04",8,66,154,1310,8.51,8.25,-0.26
"1398","Jerry Layne","NYC20",3,24,154,1310,8.51,8,-0.51
"1399","Jerry Layne","NYC21",8,78,154,1310,8.51,9.75,1.24
"1400","Jerry Layne","OAK01",5,46,154,1310,8.51,9.2,0.69
"1401","Jerry Layne","PHI13",7,42,154,1310,8.51,6,-2.51
"1402","Jerry Layne","PHO01",3,27,154,1310,8.51,9,0.49
"1403","Jerry Layne","PIT08",7,65,154,1310,8.51,9.29,0.779999999999999
"1404","Jerry Layne","SAN02",2,11,154,1310,8.51,5.5,-3.01
"1405","Jerry Layne","SEA03",3,13,154,1310,8.51,4.33,-4.18
"1406","Jerry Layne","SFO03",4,22,154,1310,8.51,5.5,-3.01
"1407","Jerry Layne","STL10",5,39,154,1310,8.51,7.8,-0.71
"1408","Jerry Layne","STP01",8,67,154,1310,8.51,8.38,-0.129999999999999
"1409","Jerry Layne","TOR02",5,54,154,1310,8.51,10.8,2.29
"1410","Jerry Layne","WAS11",8,64,154,1310,8.51,8,-0.51
"1411","Jerry Meals","ANA01",4,27,196,1720,8.78,6.75,-2.03
"1412","Jerry Meals","ARL02",6,66,196,1720,8.78,11,2.22
"1413","Jerry Meals","ATL02",5,43,196,1720,8.78,8.6,-0.18
"1414","Jerry Meals","BAL12",6,54,196,1720,8.78,9,0.220000000000001
"1415","Jerry Meals","BOS07",4,43,196,1720,8.78,10.75,1.97
"1416","Jerry Meals","CHI11",8,65,196,1720,8.78,8.12,-0.66
"1417","Jerry Meals","CHI12",6,45,196,1720,8.78,7.5,-1.28
"1418","Jerry Meals","CIN09",11,96,196,1720,8.78,8.73,-0.0499999999999989
"1419","Jerry Meals","CLE08",9,94,196,1720,8.78,10.44,1.66
"1420","Jerry Meals","DEN02",6,64,196,1720,8.78,10.67,1.89
"1421","Jerry Meals","DET05",6,66,196,1720,8.78,11,2.22
"1422","Jerry Meals","HOU03",8,66,196,1720,8.78,8.25,-0.529999999999999
"1423","Jerry Meals","KAN06",7,77,196,1720,8.78,11,2.22
"1424","Jerry Meals","LOS03",4,24,196,1720,8.78,6,-2.78
"1425","Jerry Meals","MIA01",3,28,196,1720,8.78,9.33,0.550000000000001
"1426","Jerry Meals","MIA02",5,55,196,1720,8.78,11,2.22
"1427","Jerry Meals","MIL06",9,70,196,1720,8.78,7.78,-0.999999999999999
"1428","Jerry Meals","MIN04",4,38,196,1720,8.78,9.5,0.720000000000001
"1429","Jerry Meals","NYC20",7,59,196,1720,8.78,8.43,-0.35
"1430","Jerry Meals","NYC21",8,80,196,1720,8.78,10,1.22
"1431","Jerry Meals","OAK01",7,65,196,1720,8.78,9.29,0.51
"1432","Jerry Meals","PHI13",7,62,196,1720,8.78,8.86,0.0800000000000001
"1433","Jerry Meals","PHO01",5,52,196,1720,8.78,10.4,1.62
"1434","Jerry Meals","PIT08",9,58,196,1720,8.78,6.44,-2.34
"1435","Jerry Meals","SAN02",5,23,196,1720,8.78,4.6,-4.18
"1436","Jerry Meals","SEA03",7,39,196,1720,8.78,5.57,-3.21
"1437","Jerry Meals","SFO03",5,42,196,1720,8.78,8.4,-0.379999999999999
"1438","Jerry Meals","STL10",5,37,196,1720,8.78,7.4,-1.38
"1439","Jerry Meals","STP01",5,46,196,1720,8.78,9.2,0.42
"1440","Jerry Meals","TOR02",8,74,196,1720,8.78,9.25,0.470000000000001
"1441","Jerry Meals","WAS11",7,62,196,1720,8.78,8.86,0.0800000000000001
"1442","Jim Joyce","ANA01",6,36,153,1377,9,6,-3
"1443","Jim Joyce","ARL02",7,99,153,1377,9,14.14,5.14
"1444","Jim Joyce","ATL02",10,52,153,1377,9,5.2,-3.8
"1445","Jim Joyce","BAL12",4,34,153,1377,9,8.5,-0.5
"1446","Jim Joyce","BOS07",6,68,153,1377,9,11.33,2.33
"1447","Jim Joyce","CHI12",4,44,153,1377,9,11,2
"1448","Jim Joyce","CIN09",7,69,153,1377,9,9.86,0.859999999999999
"1449","Jim Joyce","CLE08",3,38,153,1377,9,12.67,3.67
"1450","Jim Joyce","DEN02",7,56,153,1377,9,8,-1
"1451","Jim Joyce","DET05",7,81,153,1377,9,11.57,2.57
"1452","Jim Joyce","HOU03",4,29,153,1377,9,7.25,-1.75
"1453","Jim Joyce","KAN06",5,41,153,1377,9,8.2,-0.800000000000001
"1454","Jim Joyce","LOS03",4,24,153,1377,9,6,-3
"1455","Jim Joyce","MIA02",3,25,153,1377,9,8.33,-0.67
"1456","Jim Joyce","MIL06",2,19,153,1377,9,9.5,0.5
"1457","Jim Joyce","MIN04",4,46,153,1377,9,11.5,2.5
"1458","Jim Joyce","NYC20",8,75,153,1377,9,9.38,0.380000000000001
"1459","Jim Joyce","NYC21",2,24,153,1377,9,12,3
"1460","Jim Joyce","OAK01",7,57,153,1377,9,8.14,-0.859999999999999
"1461","Jim Joyce","PHI13",4,34,153,1377,9,8.5,-0.5
"1462","Jim Joyce","PHO01",8,84,153,1377,9,10.5,1.5
"1463","Jim Joyce","PIT08",3,17,153,1377,9,5.67,-3.33
"1464","Jim Joyce","SAN02",6,49,153,1377,9,8.17,-0.83
"1465","Jim Joyce","SEA03",7,72,153,1377,9,10.29,1.29
"1466","Jim Joyce","SFO03",5,31,153,1377,9,6.2,-2.8
"1467","Jim Joyce","STL10",3,20,153,1377,9,6.67,-2.33
"1468","Jim Joyce","STP01",3,31,153,1377,9,10.33,1.33
"1469","Jim Joyce","TOR02",7,60,153,1377,9,8.57,-0.43
"1470","Jim Joyce","WAS11",7,62,153,1377,9,8.86,-0.140000000000001
"1471","Jim Reynolds","ANA01",9,81,191,1584,8.29,9,0.710000000000001
"1472","Jim Reynolds","ARL02",10,84,191,1584,8.29,8.4,0.110000000000001
"1473","Jim Reynolds","ATL02",4,23,191,1584,8.29,5.75,-2.54
"1474","Jim Reynolds","BAL12",6,49,191,1584,8.29,8.17,-0.119999999999999
"1475","Jim Reynolds","BOS07",4,41,191,1584,8.29,10.25,1.96
"1476","Jim Reynolds","CHI11",3,20,191,1584,8.29,6.67,-1.62
"1477","Jim Reynolds","CHI12",7,63,191,1584,8.29,9,0.710000000000001
"1478","Jim Reynolds","CIN09",6,43,191,1584,8.29,7.17,-1.12
"1479","Jim Reynolds","CLE08",3,21,191,1584,8.29,7,-1.29
"1480","Jim Reynolds","DEN02",8,85,191,1584,8.29,10.62,2.33
"1481","Jim Reynolds","DET05",6,59,191,1584,8.29,9.83,1.54
"1482","Jim Reynolds","HOU03",6,72,191,1584,8.29,12,3.71
"1483","Jim Reynolds","KAN06",7,62,191,1584,8.29,8.86,0.57
"1484","Jim Reynolds","LOS03",3,18,191,1584,8.29,6,-2.29
"1485","Jim Reynolds","MIA01",1,7,191,1584,8.29,7,-1.29
"1486","Jim Reynolds","MIA02",4,34,191,1584,8.29,8.5,0.210000000000001
"1487","Jim Reynolds","MIL06",6,57,191,1584,8.29,9.5,1.21
"1488","Jim Reynolds","MIN04",5,27,191,1584,8.29,5.4,-2.89
"1489","Jim Reynolds","NYC20",7,57,191,1584,8.29,8.14,-0.149999999999999
"1490","Jim Reynolds","NYC21",7,36,191,1584,8.29,5.14,-3.15
"1491","Jim Reynolds","OAK01",7,58,191,1584,8.29,8.29,0
"1492","Jim Reynolds","PHI13",7,48,191,1584,8.29,6.86,-1.43
"1493","Jim Reynolds","PHO01",14,127,191,1584,8.29,9.07,0.780000000000001
"1494","Jim Reynolds","PIT08",9,76,191,1584,8.29,8.44,0.15
"1495","Jim Reynolds","SAN02",4,34,191,1584,8.29,8.5,0.210000000000001
"1496","Jim Reynolds","SEA03",5,26,191,1584,8.29,5.2,-3.09
"1497","Jim Reynolds","SFO03",6,43,191,1584,8.29,7.17,-1.12
"1498","Jim Reynolds","STL10",8,72,191,1584,8.29,9,0.710000000000001
"1499","Jim Reynolds","STP01",6,61,191,1584,8.29,10.17,1.88
"1500","Jim Reynolds","TOR02",7,54,191,1584,8.29,7.71,-0.579999999999999
"1501","Jim Reynolds","WAS11",6,46,191,1584,8.29,7.67,-0.619999999999999
"1502","Jim Wolf","ANA01",7,80,173,1502,8.68,11.43,2.75
"1503","Jim Wolf","ARL02",8,131,173,1502,8.68,16.38,7.7
"1504","Jim Wolf","ATL02",3,43,173,1502,8.68,14.33,5.65
"1505","Jim Wolf","BAL12",4,37,173,1502,8.68,9.25,0.57
"1506","Jim Wolf","BOS07",4,52,173,1502,8.68,13,4.32
"1507","Jim Wolf","CHI11",5,39,173,1502,8.68,7.8,-0.88
"1508","Jim Wolf","CHI12",4,30,173,1502,8.68,7.5,-1.18
"1509","Jim Wolf","CIN09",5,40,173,1502,8.68,8,-0.68
"1510","Jim Wolf","CLE08",8,85,173,1502,8.68,10.62,1.94
"1511","Jim Wolf","DEN02",2,19,173,1502,8.68,9.5,0.82
"1512","Jim Wolf","DET05",5,42,173,1502,8.68,8.4,-0.279999999999999
"1513","Jim Wolf","HOU03",6,49,173,1502,8.68,8.17,-0.51
"1514","Jim Wolf","KAN06",2,17,173,1502,8.68,8.5,-0.18
"1515","Jim Wolf","LOS03",6,48,173,1502,8.68,8,-0.68
"1516","Jim Wolf","MIA01",1,1,173,1502,8.68,1,-7.68
"1517","Jim Wolf","MIA02",2,18,173,1502,8.68,9,0.32
"1518","Jim Wolf","MIL06",2,10,173,1502,8.68,5,-3.68
"1519","Jim Wolf","MIN04",6,37,173,1502,8.68,6.17,-2.51
"1520","Jim Wolf","NYC20",12,109,173,1502,8.68,9.08,0.4
"1521","Jim Wolf","NYC21",4,34,173,1502,8.68,8.5,-0.18
"1522","Jim Wolf","OAK01",6,38,173,1502,8.68,6.33,-2.35
"1523","Jim Wolf","PHI13",11,64,173,1502,8.68,5.82,-2.86
"1524","Jim Wolf","PHO01",7,78,173,1502,8.68,11.14,2.46
"1525","Jim Wolf","PIT08",7,65,173,1502,8.68,9.29,0.609999999999999
"1526","Jim Wolf","SAN02",6,31,173,1502,8.68,5.17,-3.51
"1527","Jim Wolf","SEA03",10,67,173,1502,8.68,6.7,-1.98
"1528","Jim Wolf","SFO03",3,23,173,1502,8.68,7.67,-1.01
"1529","Jim Wolf","STL10",5,44,173,1502,8.68,8.8,0.120000000000001
"1530","Jim Wolf","STP01",6,44,173,1502,8.68,7.33,-1.35
"1531","Jim Wolf","TOR02",9,71,173,1502,8.68,7.89,-0.79
